text,ref,translated
"Esi wònɔ nu ƒom le Kwame Nkrumah Dzɔdzɔmeŋutinunya kple Mɔ̃ɖaŋununya Yunivɛsiti (KNUST) le woƒe ƒe 40 xɔxɔ le nusiwo wogbugbɔ zãna me la, ekpɔ be manyo ne wokpɔ nuwɔna sia ƒomevi eye woŋe aɖaba ƒu wo dzi o, ne wokpɔ nusiwo tsi tre ɖe se ŋu.","When he was speaking in the Kwame Nkrumah University of Science and Technology (KNUST) during their 40th anniversary in recycling, he saw that it wouldn't be nice if they see this kind of practices and ignored them, when they see things against the law happening.",“The student is attending KNUST for 40 courses and is studying the most important of the courses.
"Ɣebubuɣiwo hã ne wokpɔ deti ƒe aŋgbawo le anyigba aɖe dzi la, efia be wole nya hem le anyigbaa ŋu.","Other times, too, when palm fronds are seen on a piece of land, it indicates litigation over the land.","“I am a man who is a teacher, and I am a man who is a healer.”"
"Le nyateƒe me la, esime esia nɔ edzi yim la, amewo nɔ anyi, siwo dome ɖevia dada hã nɔ, gake wo dometɔ aɖeke mete ŋu ɖo aɖaŋu na tagbɔsesẽtɔ la be wòadzudzɔ ɖevia ƒoƒo o.","In fact, while this was going on, there were people, including the child's mother, but none of them could advise the crazy man to stop beating the child.","[“I am a woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and I am a beautiful woman, and"
Numekulawo ɖee fia be tsinono ɖea sukli ƒe agbɔsɔsɔ si le ŋutilã me dzi kpɔtɔna eye wòkpɔa ame ta tso suklidɔ me elabena nunyiamewo abe Vitamin kple bubuawo yɔ tsi me fũ,Researchers have shown that drinking water reduces the amount of glucose in the body and protects against diabetes as water is full of nutrients like Vitamin and others,"“The number of people who are suffering from malnutrition is a significant problem for the people of the forest, and I am concerned about the health of the people.”"
Zimenɔla la ɖe gbeƒãe be yewoaɖo dedienɔnɔdzikpɔla bubuwo ɖe zã me.,The chairman announced the deployment of more security forces in the night.,“I am grateful for your kindness.
Woaɖo xɔdzisasrãwo ɖe atikplɔƒea hena dedienɔnɔ.,A fence will be built around the staff quarters for security.,“Woaɖo xɔdzisasrãwo ɖe atikplɔƒea hena dedienɔnɔ.”
Míayi edzi alé ŋku ɖe tsaɖilawo ƒe teƒe bubu siwo le Ashanti nutoa me ŋu le míaƒe nusɔsrɔ̃ si gbɔna me.,we will continue look at the other tourist site in the Ahanti region in our next lesson.,“I want to learn about the way the sun shines.”
Wogblɔ be adzodada si Nana Agradaa zã tsɔ xɔ ga le ameawo si la ɖo eƒe gbedoxɔ me fifia.,It is said that the extortion used by Nana Agradaa to extort money from the people has now reached his temple.,"“I am afraid of Nana Agradaa, because she has a dangerous power.”"
"Ne èkpɔ nusiawo katã la, efia be no me kansa le nu gblẽm le wò susu ŋu, Kpɔ wò ɖɔkta enumake.","If you see all these, it means that breast cancer is killing your memory, See your doctor immediately.","“It is a dangerous thing, the darkness, and the light will not be able to stop it.”"
"Ehiã be ame nate ŋu atsɔ nu siwo katã nye koléra (le kpɔɖeŋu me, nudodowo, nudodowo kple kpluwo me) la aƒle ahawɔ wo ɖokuiwo nyuie.","Proper disposal and treatment of all materials that may have come into contact with the feces of other people with cholera (e.g., clothing, bedding, etc.) are essential.","“Hello, I am a woman who loves to dance with a beautiful woman.”"
Amewo dina ɣesiaɣi be nu nyuitɔ na yewo ɖokuiwo nenye be edi be yewodzudzɔ dɔwɔwɔ hã.,People always want the best for themselves even if it requires them to stop working.,"“I am a powerful spirit, and I am the one who brings the light to the land.”"
Wokpe amedzrowo be woade poliswo ƒe dɔwɔƒea.,Residents were invited to attend the grand opening of the police station.,“Let’s go to the village and we are going to the city.”
Dziɖuɖua le klalo be yeaɖe gbeƒã asi yeye siwo woatsɔ akpe ɖe kokoo ƒe asiwo ŋu le kwasiɖa si gbɔna ƒe ŋkeke gbãtɔ dzi ne wodze ɣeyiɣi kple teƒe siwo woawɔ kokoo la gɔme.,The government is ready to announce the new prices that would be added to the coco prices on the first day of the week coming when they launch the time and places for the cocoa.,“I am a traveler who came to this place and I am very worried about the future.”
Nutoa me ŋgɔnɔlawo ɖoe be yewoakpɔ ale si nutoa me tɔwo wɔa dɔe.,Local leaders have plans underway to ensure regional development .,“I am very happy to see you.”
"Le esiawo katã me la, NPP ƒe Sewɔtakpekpe me tɔwo meda asi ɖe NDC ƒe Sewɔtakpekpe me tɔwo ƒe biabia dzi o. Woɖe eme be togbɔ be yewodi be woaɖe Ganyawo ƒe Dɔdzikpɔla le dɔme hã la, yewoazã yewoƒe ŋutetewo.","Within all this, the NPP Members of Parliament did not support NDC Members of Parliament request. They explained that although they want the Finance Minister to be sack but they will use their means","“I am a member of the NPP, and I am a supporter of the party, and I am a supporter of the party for the sake of the money and the property.”"
"Ebia tso dziɖuɖua si be wòava kpe ɖe Bomaaman ŋu, elabena wokplɔa wo yia afisiafi","He asked the government to come to the aid of Bomaaman, because they are taken away everywhere","“The record of the death of a man from Bomaaman, and the evidence of his death was a document.”"
"Ŋku- bli, karɔt, koklozi, ayi, atadi, salmon, nagoti.","Eyes- maize, carrots, eggs, beans, pepper, salmon, sweet potato.","“Hello, friend, water, river, village, today, fish, river.”"
Akɔntabubudɔwɔƒea awɔ etɔ sinua axe fetuawo ɖe game dzi.,The accounts office will do its best to pay the salaries on time.,"“I’m sorry, I don’t understand what you’re saying.”"
"Sɔhɛ aɖewo metea ŋu xɔa dɔ le sukunuwuɣi o, gake eda ga geɖe ɖe eƒe dɔwo me le nutoa me be wòakpe ɖe nyɔnuwo ŋu be woadzidze aƒemedɔwo ɖe edzi.","Some youths fail to get jobs after graduation, but he has injected more money into his businesses in the area to help women increase household income.","“I am a man who is very happy and is a good person, and he is very grateful for the good things he has, and he is very pleased with the gift he received.”"
"Ame aɖewo mehiã ale gbegbe be wometea ŋu wɔa atikewɔnyawo o, eye zi geɖe la, woɖea wo ɖe aga le woƒe aƒewo me.",Some people are too poor to access medical services. They are usually quarantined in their homes.,"“I am a woman who is beautiful and pleasing to the eye, and I am blessed with a beautiful face.”"
"Azɔ hã, nyɔnu tsitsi aɖe tso fofoa ƒe ƒomea me xɔ ɖevia eye wòtsɔ avɔ ɣi tsyɔ ɖevia dzi eye ɖevia tasi ayɔ ŋkɔ si vifofoa di be yeatsɔ ana ɖevia.","Also, an old woman from the family of the father recived the child and cover the child with white cloth and the aunty of the child will mention the name that the father wants to give it to the child.","“I am a woman, my heart is full of love and longing for you, and I desire your touch.”"
Ametafatafae nye be woaxɔ ga le ame aɖe si anukwaremaɖimaɖitɔe to ametafatafa alo ameflunyawo me.,Swindle is to get money dishonestly from someone by cheating or deceiving them.,“I want to be a teacher who teaches with kindness and compassion.”
"Sitsoƒedila aɖewo mate ŋu ade dɔwɔƒea o, elabena ame geɖewo dze dɔ le ɣleti sia dzi.",Some refugees cannot attend the workshop because many have fallen sick this month.,"“I am a beautiful woman, and I love your beauty.”"
Nutomekɔmitia kpɔa ame siwo le nutoa me ƒe dedienɔnɔ dzi.,The district committee is responsible for the security of the people in the area.,“The nutomekɔmitia kpɔa is a beautiful flower.”
Míate ŋu akpɔ ŋutete siawo ƒe akpa gãtɔ le ɣeyiɣi aɖewo me.,Most of the skills can be acquired over a given period of time.,“I am a beautiful woman who is loved by the people of the village.”
"Abe alesi hamemetsitsiwo gblɔe ene la, gbeɖeka le susu aɖe ta míelɔ̃a kpakpaluʋui ƒe dzoa yiyi.","As the elders have said, one day for a reason we love to go to the quail fire.","“I am a beautiful woman, and I am a treasure of beauty.”"
"Togbɔ be atike aɖeke meli fifia o hã la, blanuilélenutsitikewo kpena ɖe ame mawo ŋu be woanɔ te ɖe enu vivivi.","Although there is no cure at present, antidepressants help such people to cope slowly.","“The people are happy and joyful, and the sun shines brightly on the land.”"
Wona nɔvinyenyɔnu dzea dɔnɔa ƒe ɖɔktawo gbɔ.,My aunt was promoted to the position of senior doctor of the hospital.,“We have learned much about the past.”
"Esi afɔdzia ƒoa ƒu nɔa afima ŋkeke geɖe ta la, ame la sena le eɖokui me be agba le yeƒe ali kple axame me.","Because the solid waste gathers and remains there for days, the person feels heaviness behind the loins and the abdomen.","“I am going to the school to study, and I want to learn about the world.”"
Anyigbatata ƒe akpa aɖee nye ale si nàde dzesi mɔnu siwo katã ado dzidzɔ na amee.,Mapping an area involves identifying all the boundaries for the area of interest.,“Anyigbatata is a woman who is beautiful and is a treasure of the village.”
Nu siawoe nye vifofo si aƒle wo dome akpa gãtɔ.,These things is the father who will buy most of them.,“I want to see the future of the one who is a shadow of the god.”
"Zi geɖe la, wozãa agbeli aŋgbawo alo aŋgba bubu si sɔ na esia.",They usually use cassava leaves or a similar leaf for this.,"“I am a woman, and I am a beautiful woman, and I am a beautiful woman.”"
Woawɔ kpekpe kpui aɖe atsɔ adzro mɔ si dzi sitsoƒedila siawo ato ayi ŋgɔe me.,There will be a brief meeting to discuss the way forward for these refugees.,“I’m so happy to see you.”
"Ke amekae nènye be nàgblɔ na nunɔla la be eƒe aɖuwo biã? Ne èfe kplii hã la, atsɔ wò ade gaxɔ me.","but who are you to tell the priest that his teeth are red? If you play with him too, he will put you in prison.","“How do you say “Hello, how are you?””"
"Nusi wogblɔna zi geɖe enye be, ne nyɔnua wɔe nenema la, ana vidzĩ si le dɔ me madze tugbe alo dze de ka o.","What they normally say is that, if the woman does that, it will make the unborn baby not to look beautiful or handsome.","“I am a man, and I am a child, and I am a little one, and I am a small one.”"
Woakpɔ mɔnu siwo katã wozãna tsɔ wɔa dɔ nyuie la dze sii.,All techniques used in improving production will be seen.,"“I want to take a photo of a woman with a cat, and it’s a beautiful day.”"
"Le afisia hã la, mɔzɔla siwo tso Accra yi Tamale axe GH 240.00. Mina míalé ŋku ɖe asi yeye siwo VIP JEOUN ɖe gbeƒãe fifia ŋu","Again, travelers from Accra to Tamale will pay GH?240.00. Lets look at the new prices VIP JEOUN has now announced","“I am a bus going from Accra to Tamale, a distance of 240.00 GH. I am willing to pay 1000 USD for VIP JEOUN.”"
"Àɖo ŋku edzi be míekpɔe le sinima aɖewo abe ""The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter""  kple sinima bubuwo me.","You will recall that we saw her in some movies like ""The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter"" and other movies.","“The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter” – “The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter” – “The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter” – “The weeping soul, The maid, Dumebi the dirty girl, Heart of a fighter”"
Wode asi nubabla aɖe te ɖe nutome gãwo ƒe dɔwɔwɔ ŋu,An agreement was signed for regional development .,“I want to see the face of the woman who goes to the house of the nutome”
"Zi geɖe la, hamemegãwo ɖea nunya si le ""ƒoƒo atraɖii, gbãa ati"" me fiana.","The elders often express the wisdom of ""continuous hitting, breaks the wood.""","“I want to see a beautiful, good thing, you say.”"
Menye ɖeviwo katãe nèdina ne ètsi o.,Not everything you want as a child you get when you grow old.,“Menye demanded of him/her the thing/object.”
Ame sia ate ŋu ata avɔ sia atsɔ aɖo dzesiwo ɖe amesiwo nɔa te ɖe eŋu la ŋu.,This person can wear this cloth to send signals to those who depend on him.,"“I am also you, my love, I am safe in your arms, and I am waiting for you.”"
Ele be ŋutsuwo nate ŋu awɔ dɔ sesĩe ale be woakpe ɖe yewoƒe ƒomea ŋu.,Men must work hard in order to support their families.,“It is difficult to manage/handle/do with such things/stuff in that way.”
Edze egɔme va se ɖe esime wònɔ tɔdziʋu aɖeke me o va se ɖe esime wònɔ tɔdziʋua me.,She started without a having designate orphanage house until she owned one.,“Edze egɔme va se ɖe esime wònɔ tɔdziʋu aɖeke me o va se ɖe esime wònɔ tɔdziʋua me.”
Ele be woadze agbagba ɖesiaɖe awɔ wɔna kple nuƒo vovovowo le teƒe siwo le se nu alo le dziɖuɖua ƒe xɔwo me;,They must make every effort to hold various events and lectures in lawful places or buildings of the government;,"“The wind blew a strong breeze to the village, and it was clear that the people were looking for a new home to join with me;”"
"Le esi teƒe be woazã aŋgbawo le mɔ xoxoa nu atsɔ axlɔ̃ nu amewo tso mɔ̃ siwo me afɔku le la ŋu la, fifia wotea avɔ dzĩwo ɖe mɔ̃ vɔ̃ɖiawo ŋu.","Instead of the old method of using leaves to alert people about the deadly traps that have been set, strips of red cloth are now knotted around the harmful traps.","“I am a woman, and I am a beautiful woman, and I am a beautiful woman."
Eŋutinunyalawo kple dɔwɔƒegã siwo ate ŋu akpɔ nutoa me dziɖuɖu ƒe dɔwo gbɔ le nutome la me.,The district has experts and bureaucrats who can handle local government projects.,"“The rain is falling on the house, and it is a beautiful day.”"
"Le míaƒe dzɔdzɔmeŋutinunya gɔmesese si le ta kekem ta la, womegatsɔa dɔléle siwo xɔa ame me doa ƒome kple dzixɔse siwo do xoxo o, ke boŋ wozãa atikewɔwɔmɔnu deŋgɔwo tsɔ daa dɔe.","Because of our expanding understanding of science, infectious diseases are no longer associated with outdated belief systems and are instead treated using cutting-edge medical procedures.","“I love you, because you are my best friend, and I’m so happy to see you.”"
Ghanaitɔ geɖewo ahe to na ame ale gbegbe nenye be coronavirus le abe Ebola ene,Many Ghanaians would be so disciplined if coronavirus was like Ebola.,"“The virus is spreading to the north of the village, causing Ebola.”"
Nutomeƒlelawo nye dugã ƒe teƒenɔlawo le woƒe nutoa me.,Resident district commissioners are representatives of the president in their district.,“Let’s go to the village.”
"Esi woɖe asi le eŋu le gaxɔ me le ƒe 1966 me la, Dr.Ebenezer Ako-Adjei megakpɔ gome le Ghana dunyahehe me abe alesi wòwɔe tsã ene o.","After his release from prison in 1966, Dr.Ebenezer Ako-Adjei no longer participated in Ghanaian politics as he had done before.","""I am a traveler from Ghana, and I am seeking a passport to travel to the United States."""
Woƒe fia kɔkɔtɔ enye Asante fia Dwaben fia Nana Yaw Sarpong nye wo vi atɔ̃lia.,Their highest king is Asante king the king of Dwaben Nana Yaw Sarpong is their fifth child.,"“I love you, Nana Yaw Sarpong, my friend.”"
